31, 12735, 50, 12860, 0.00065359477124183
31, 12735, 36, 12116, 0.0005714285714285715
31, 12735, 60, 12370, 0.0005521811154058532
31, 12735, 48, 13096, 0.0016137708445400753
31, 12735, 76, 12776, 0.0033849129593810446
31, 12735, 41, 13114, 0.004627487274409995
31, 12735, 14, 11452, 0.0016188714153561516
31, 12735, 34, 11472, 0.0022182786157941437
31, 12735, 119, 11833, 0.0007993605115907274
31, 12735, 28, 12051, 0.0025284450063211127
31, 12735, 105, 12960, 0.0005777007510109763
31, 12735, 32, 11773, 0.0018717828731867104
31, 12735, 30, 12673, 0.002770083102493075
31, 12735, 62, 12456, 0.0006365372374283895
31, 12735, 7, 11427, 0.0009971746717633372
31, 12735, 123, 11670, 0.0008223684210526315
31, 12735, 16, 11696, 0.0020297699594046007
31, 12735, 33, 11491, 0.002635740643120717
31, 12735, 15, 11645, 0.0013123359580052493
31, 12735, 35, 13487, 0.000554016620498615
31, 12735, 19, 11969, 0.002840909090909091
31, 12735, 88, 15399, 0.0018975332068311196
31, 12735, 86, 11457, 0.0021598272138228943
31, 12735, 3, 11465, 0.002395871728713601
31, 12735, 24, 14573, 0.00047664442326024784
31, 12735, 55, 19925, 0.0014089468122578373
31, 12735, 21, 18831, 0.002013693113169553
31, 12735, 38, 20447, 0.0013986013986013986
31, 12735, 33, 18261, 0.0010204081632653062
31, 12735, 20, 19427, 0.0027480076944215444
31, 12735, 10, 13932, 0.001820830298616169
31, 12735, 3, 410857, 0.003943722020891068
31, 12735, 1, 44624, 0.0010466820180029307
31, 12735, 29, 11432, 0.0018102824040550326
31, 12735, 13, 11413, 0.0018772292096865028
31, 12735, 27, 11403, 0.002888086642599278
31, 12735, 2, 11398, 0.002789103734647422
31, 12735, 4, 11398, 0.003364583673602718
31, 12735, 6, 11398, 0.0021785629406638678
31, 12735, 12, 11399, 0.0023834209240522924
31, 12735, 101, 11400, 5.4303556882975834e-05
31, 12735, 26, 11399, 0.0020819357375835667
31, 12735, 47, 11398, 0.004453670008013978
31, 12735, 84, 11398, 0.00277644375075039
31, 12735, 527, 11398, 0.003092464694361406
31, 12735, 185, 11398, 0.003949574413206087
31, 12735, 757, 11398, 0.0030673224390501876
31, 12735, 3114, 11398, 0.0006208288064566196
31, 12735, 283, 11398, 0.008339271613735724
31, 12735, 414, 11398, 0.006272599808132241
31, 12735, 2070, 11400, 0.0004968532626697582
31, 12735, 1246, 11398, 0.005177553475236651
50, 12860, 36, 12116, 0.00209351011863224
50, 12860, 60, 12370, 0.0006684491978609625
50, 12860, 48, 13096, 0.0012944983818770227
50, 12860, 76, 12776, 0.0011376564277588168
50, 12860, 41, 13114, 0.003243243243243243
50, 12860, 14, 11452, 0.0009970089730807576
50, 12860, 34, 11472, 0.0030959752321981426
50, 12860, 28, 12051, 0.001455604075691412
50, 12860, 105, 12960, 0.0014134275618374558
50, 12860, 32, 11773, 0.0016456390565002743
50, 12860, 53, 12597, 0.0007352941176470588
50, 12860, 30, 12673, 0.0026997840172786176
50, 12860, 7, 11427, 0.0019308407934000352
50, 12860, 16, 11696, 0.003411675511751327
50, 12860, 33, 11491, 0.0012618296529968455
50, 12860, 15, 11645, 0.017472118959107805
50, 12860, 35, 13487, 0.001343183344526528
50, 12860, 19, 11969, 0.002797761790567546
50, 12860, 88, 15399, 0.0011142061281337048
50, 12860, 3, 11465, 0.002347417840375587
50, 12860, 24, 14573, 0.003374578177727784
50, 12860, 55, 19925, 0.003572846367606193
50, 12860, 21, 18831, 0.003695150115473441
50, 12860, 38, 20447, 0.001178318931657502
50, 12860, 33, 18261, 0.015848473134905297
50, 12860, 20, 19427, 0.0024052916416115455
50, 12860, 10, 13932, 0.0009648784253184099
50, 12860, 7, 13692, 0.0019342359767891683
50, 12860, 3, 410857, 0.0008795074758135445
50, 12860, 1, 44624, 0.0011205737337516809
50, 12860, 29, 11432, 0.0008163265306122449
50, 12860, 13, 11413, 0.011073082343466881
50, 12860, 27, 11403, 0.0026028110359187923
50, 12860, 2, 11398, 0.0025609480529262597
50, 12860, 4, 11398, 0.002904496225795865
50, 12860, 6, 11398, 0.0016931596350742999
50, 12860, 12, 11399, 0.001996867190395906
50, 12860, 101, 11400, 0.0052760191047428635
50, 12860, 26, 11399, 0.0015663433424606675
50, 12860, 47, 11398, 0.0023828330700368613
50, 12860, 84, 11398, 0.002336202089016836
50, 12860, 527, 11398, 0.0036693400429836974
50, 12860, 185, 11398, 0.002070058543843193
50, 12860, 757, 11398, 0.003821107583014908
50, 12860, 3114, 11398, 0.00016310552927744252
50, 12860, 283, 11398, 0.003993517768260215
50, 12860, 414, 11398, 0.005349580206553236
50, 12860, 2070, 11400, 0.0013615862479788954
50, 12860, 1246, 11398, 0.003343594098291052
36, 12116, 60, 12370, 0.002335084646818447
36, 12116, 48, 13096, 0.0011331444759206798
36, 12116, 76, 12776, 0.0010111223458038423
36, 12116, 41, 13114, 0.0019305019305019305
36, 12116, 14, 11452, 0.001181753722524226
36, 12116, 34, 11472, 0.001851851851851852
36, 12116, 28, 12051, 0.003956043956043956
36, 12116, 32, 11773, 0.0029411764705882353
36, 12116, 30, 12673, 0.0009638554216867469
36, 12116, 62, 12456, 0.0013559322033898306
36, 12116, 7, 11427, 0.0013513513513513514
36, 12116, 123, 11670, 0.0008920606601248885
36, 12116, 16, 11696, 0.0031490552834149755
36, 12116, 33, 11491, 0.002774694783573807
36, 12116, 15, 11645, 0.001015572105619499
36, 12116, 35, 13487, 0.0005847953216374269
36, 12116, 19, 11969, 0.0018355359765051395
36, 12116, 88, 15399, 0.001987083954297069
36, 12116, 86, 11457, 0.0018628912071535022
36, 12116, 3, 11465, 0.0016869728209934396
36, 12116, 24, 14573, 0.0014992503748125937
36, 12116, 55, 19925, 0.002553812477198103
36, 12116, 21, 18831, 0.002933780385582565
36, 12116, 38, 20447, 0.002897500905469033
36, 12116, 33, 18261, 0.001054481546572935
36, 12116, 20, 19427, 0.0022560631697687537
36, 12116, 10, 13932, 0.0011109053878911312
36, 12116, 7, 13692, 0.0008733624454148472
36, 12116, 3, 410857, 0.0013961980453227366
36, 12116, 1, 44624, 0.0017097670442402222
36, 12116, 29, 11432, 0.003003003003003003
36, 12116, 13, 11413, 0.0013371537726838587
36, 12116, 27, 11403, 0.002955665024630542
36, 12116, 2, 11398, 0.002553894689401337
36, 12116, 4, 11398, 0.00295964418863235
36, 12116, 6, 11398, 0.0025606415498828855
36, 12116, 12, 11399, 0.0019318832283915283
36, 12116, 101, 11400, 5.458515283842795e-05
36, 12116, 26, 11399, 0.0018406186330802
36, 12116, 47, 11398, 0.003944202679428354
36, 12116, 84, 11398, 0.0026447870645869022
36, 12116, 527, 11398, 0.003003780620436066
36, 12116, 185, 11398, 0.002644393563159083
36, 12116, 757, 11398, 0.002869592942926985
36, 12116, 3114, 11398, 0.001103230890464933
36, 12116, 283, 11398, 0.008082249913197793
36, 12116, 414, 11398, 0.006436180706253699
36, 12116, 1246, 11398, 0.0040424191516169675
60, 12370, 48, 13096, 0.006607929515418502
60, 12370, 76, 12776, 0.0014720314033366045
60, 12370, 41, 13114, 0.0014058106841611997
60, 12370, 14, 11452, 0.003503035964502569
60, 12370, 34, 11472, 0.0013501350135013501
