1,0
892,0
1895,0
1568,1
3,1
8,2
48,2
5626,3
15,3
1923,4
20,4
3037,4
6474,5
5075,5
29,5
18816,6
6050,6
2882,6
31,6
4288,7
5458,7
5456,7
69,7
2530,8
77,8
81,9
3051,9
85,10
5261,10
2332,11
189,11
242,12
18419,12
18420,12
2292,12
2186,13
333,13
353,14
4551,14
2512,15
374,15
2479,15
393,16
18524,16
1575,16
1606,17
18509,17
18510,17
787,17
406,17
18820,18
18819,18
428,18
4526,18
1970,19
436,19
443,20
4094,20
2954,21
454,21
1954,22
1956,22
708,22
3176,22
2221,22
462,22
2009,22
2682,22
18619,23
654,23
1398,23
475,23
18620,23
2386,24
503,24
2857,25
506,25
564,26
8180,26
6073,27
574,27
5123,28
581,28
5966,29
18703,29
18702,29
583,29
5729,30
5733,30
587,30
1204,30
18622,30
929,31
1772,31
701,31
2598,31
745,32
19178,32
19179,32
1099,32
722,32
3968,33
7490,33
3875,33
742,33
6331,33
18588,33
18589,33
3488,34
6659,34
19045,34
19046,34
793,34
5306,35
799,35
968,36
1627,36
5441,37
1000,37
19344,37
19345,37
3795,37
7233,38
7880,38
1001,38
19351,38
19353,38
6526,38
19688,39
19689,39
4429,39
5937,39
1014,39
1059,40
3723,40
4572,40
18908,40
18909,40
2269,41
1118,41
3397,42
1492,42
1143,42
5272,42
4474,42
18689,43
18690,43
1205,43
5166,43
1209,44
5625,44
2222,44
4186,45
1334,45
1418,46
7636,46
1450,47
5039,47
1504,48
1508,48
1509,49
2710,49
2215,49
19433,50
1570,50
6748,50
7660,50
5848,51
1595,51
5884,52
1631,52
1636,53
3496,53
6024,53
19148,53
19149,53
1662,54
1660,54
1654,54
4348,55
1725,55
1736,56
18547,56
18824,57
18826,57
3480,57
1743,57
3272,58
18643,58
1812,58
18647,58
5727,58
3976,59
1906,59
18737,60
1963,60
3289,61
1991,61
2088,62
3839,62
18974,62
18975,62
3972,63
2213,63
19084,63
19085,63
3676,63
4438,64
2218,64
4430,64
2266,65
18546,65
18451,66
7674,66
18450,66
2291,66
11168,67
5015,67
2351,67
6160,68
19225,68
6161,68
2398,68
2561,69
4713,69
18659,69
4011,69
5616,70
2618,70
18515,71
2772,71
18516,71
2866,72
19427,72
3276,72
3270,72
2912,73
19038,73
19039,73
3000,74
18540,74
3024,75
3023,75
7899,76
3030,76
3967,76
4496,77
4922,77
3036,77
19133,77
19134,77
3541,78
3070,78
3089,79
4585,79
3427,80
3238,80
3409,81
18729,81
3442,82
3743,82
6888,83
4283,83
3444,83
18738,84
3477,84
5056,85
3581,85
5062,85
3752,86
5813,86
3786,87
7902,87
18489,88
3794,88
3880,89
19409,89
19410,89
6891,89
5196,90
6237,90
3893,90
18415,90
4022,91
5351,91
18841,92
18842,92
4059,92
4072,93
4074,93
4824,94
4179,94
4264,95
18601,95
4467,95
18600,95
4334,96
4342,96
18777,96
18778,96
4351,96
5800,97
4339,97
6640,98
7130,98
4341,98
18992,99
6890,99
4420,99
18991,99
4920,100
19129,100
4426,100
4475,101
18596,101
18597,101
5761,102
4555,102
4888,103
18417,103
18416,103
5168,104
18837,104
5186,105
18427,105
5189,106
5231,106
18523,107
5253,107
5276,108
18479,108
5355,109
6735,109
19593,110
19309,110
5446,110
5491,111
5492,111
18707,112
5964,112
5967,112
6224,113
18475,113
8165,113
6864,114
18969,114
18970,114
18370,115
6964,115
7144,116
18532,116
18378,117
18418,117
18384,118
18383,118
18392,119
18391,119
18404,120
18413,120
18410,121
18471,121
18412,122
18469,122
18428,123
18429,123
18445,124
18446,124
18448,125
18462,125
18457,126
18458,126
18464,127
18463,127
18512,128
18511,128
18513,129
18514,129
18520,130
18519,130
18521,131
18522,131
18528,132
18527,132
18557,133
18558,133
18577,134
18578,134
18590,135
18591,135
18594,136
18595,136
18608,137
18609,137
18610,138
18611,138
18617,139
18618,139
18638,140
18623,140
18630,141
18631,141
18633,142
18681,142
18645,143
18646,143
18656,144
18657,144
18665,145
18666,145
18672,146
18671,146
18717,147
18718,147
18733,148
18734,148
18741,149
18742,149
18752,150
18753,150
18756,151
18757,151
18758,152
18759,152
18795,153
18796,153
18808,154
18809,154
18834,155
18836,155
18857,156
18858,156
18859,157
18860,157
18862,158
18863,158
18897,159
18898,159
18899,160
18900,160
18928,161
18929,161
18944,162
18943,162
18948,163
18949,163
18963,164
